id,user_id,space_id,activity_name,start_time,end_time,duration
7821ee54-2fc5-44ac-8420-2cdad985c255,05c747b8-a884-49d0-b39e-aeab110c3ba1,2,playing on phone,2024-08-26 10:10:57,2024-08-26 10:12:14,77
8cbd6598-28fc-4f37-a3b6-cd00a3bae5bc,05c747b8-a884-49d0-b39e-aeab110c3ba1,2,product,2024-08-25 20:19:43,2024-08-25 20:19:57,14
cc7d0aa8-7550-4774-979b-2017c7aba4c5,78474a95-820d-45b9-9897-4c5d19d28c78,1,newer,2024-08-25 18:52:01,2024-08-25 18:52:36,35
d9bf44fb-ef64-483b-82dc-015d281b28e2,78474a95-820d-45b9-9897-4c5d19d28c78,1,again,2024-08-25 18:52:53,2024-08-25 18:53:10,17
e0ad58d1-d3de-44d0-8e24-73be3a9bc227,78474a95-820d-45b9-9897-4c5d19d28c78,1,new,2024-08-25 18:12:39,2024-08-25 18:12:49,10
fd8b1a48-15f6-433e-aff5-ad7a4cf45f78,05c747b8-a884-49d0-b39e-aeab110c3ba1,2,demolishing a noodle pack,2024-08-26 10:13:35,2024-08-26 10:16:48,193
